"set_num","name","year","theme_id"
"60034-1","Arctic Helicrane",2014,65
"60041-1","Crook Pursuit",2014,61
"60044-1","Mobile Police Unit",2014,61
"60047-1","Police Station",2014,61
"60050-1","Train Station",2014,66
"60053-1","Race Car",2014,52
"60056-1","Tow Truck",2014,52
"60059-1","Logging Truck",2014,52
"60062-1","Arctic Icebreaker",2014,65
"60063-11","Advent Calendar 2014 City (Day 10) Small Catapult",2014,220
"60063-14","Advent Calendar 2014 City (Day 13) Burglar with Bag and Flashlight",2014,220
"60063-17","Advent Calendar 2014 City (Day 16) Santa's Snowmobile",2014,220
"60063-2","Advent Calendar 2014 City (Day 1) Boy Posting Christmas Mail",2014,220
"60063-22","Advent Calendar 2014 City (Day 21) Christmas Present and Stocking",2014,220
"60063-25","Advent Calendar 2014 City (Day 24) Santa with Bag and Cookie",2014,220
"60063-5","Advent Calendar 2014 City (Day 4) Pie Stall",2014,220
"60063-8","Advent Calendar 2014 City (Day 7) Little Shop",2014,220
"6136-2","My First Zoo (re-release)",2014,632
"66478-1","Friends Super Pack 3 in 1",2014,494
"66492-1","City Super Pack 3 in 1 (60041, 60042, 60046)",2014,61
"66512-1","Star Wars Super Pack 2 in 1 (75048, 75053)",2014,182
"70123-1","Lion Legend Beast",2014,574
"70126-1","Crocodile Legend Beast",2014,574
"70129-1","Lavertus' Twin Blade",2014,571
"70132-1","Scorm's Scorpion Stinger",2014,571
"70135-1","Cragger's Fire Striker",2014,571
"70138-1","Web Dash",2014,571
"70141-1","Vardy's Ice Vulture Glider",2014,571
"70144-1","Laval's Fire Lion",2014,571
"70147-1","Sir Fangar’s Ice Fortress",2014,571
"70151-1","Frozen Spikes",2014,572
"70160-1","Riverside Raid",2014,303
"70163-1","Toxikita's Toxic Meltdown",2014,303
"70206-1","CHI Laval",2014,573
"70209-1","CHI Mungus",2014,573
"70212-1","CHI Sir Fangar",2014,573
"70723-1","Thunder Raider",2014,435
"70726-1","Destructoid",2014,435
"70800-1","Escape Glider",2014,578
"70803-1","Cloud Cuckoo Palace",2014,578
"70806-1","Castle Cavalry",2014,578
"70809-1","Lord Business' Evil Lair",2014,578
"70812-1","Creative Ambush",2014,578
"70815-1","Super Secret Police Dropship",2014,578
"71004-0","LEGO Minifigures - The LEGO Movie Series [Random Bag]",2014,549
"71004-11","Velma Staplebot",2014,549
"71004-14","Wiley Fusebot",2014,549
"71004-17","LEGO Minifigures - The LEGO Movie Series - All Sets",2014,549
"71004-2","President Business - Complete Set",2014,549
"71004-5","Abraham Lincoln",2014,549
"71004-8","William Shakespeare",2014,549
"71005-1","Homer Simpson",2014,550
"71005-12","Nelson Muntz",2014,550
"71005-15","Chief Wiggum",2014,550
"71005-18","LEGO Minifigures - The Simpsons Series - Sealed Box",2014,550
"71005-4","Lisa Simpson",2014,550
"71005-7","Ned Flanders",2014,550
"71006-1","The Simpsons House",2014,50
"71007-10","Dino Tracker",2014,548
"71007-13","Swashbuckler",2014,548
"71007-16","Spooky Girl",2014,548
"71007-2","Hun Warrior",2014,548
"71007-5","Battle Goddess",2014,548
"71007-8","Prospector",2014,548
"75028-1","Clone Turbo Tank",2014,162
"75031-1","TIE Interceptor",2014,159
"75034-1","Death Star Troopers",2014,158
"75037-1","Battle on Saleucami",2014,158
"75040-1","General Grievous' Wheel Bike",2014,158
"75043-1","AT-AP",2014,158
"75046-1","Coruscant Police Gunship",2014,158
"75050-1","B-Wing",2014,158
"75053-1","The Ghost",2014,182
"75056-1","Advent Calendar 2014 Star Wars",2014,209
"75056-12","Advent Calendar 2014 Star Wars (Day 11) - TIE Fighter Pilot",2014,225
"75056-15","Advent Calendar 2014 Star Wars (Day 14) - Moisture Vaporator",2014,225
"75056-18","Advent Calendar 2014 Star Wars (Day 17) - Hoth Command Center",2014,225
"75056-20","Advent Calendar 2014 Star Wars (Day 19) - Holiday Speeder Bike",2014,225
"75056-23","Advent Calendar 2014 Star Wars (Day 22) - Festive Astromech",2014,225
"75056-3","Advent Calendar 2014 Star Wars (Day 2) - Super Battle Droid",2014,225
"75056-6","Advent Calendar 2014 Star Wars (Day 5) - Clone Trooper Weapon Station",2014,225
"75056-9","Advent Calendar 2014 Star Wars (Day 8) - Snowtrooper",2014,225
"76010-1","The Penguin Face Off",2014,484
"76013-1","The Joker Steam Roller",2014,484
"76016-1","Spider-Helicopter Rescue",2014,488
"76019-1","Starblaster Showdown",2014,483
"76022-1","X-Men vs. The Sentinel",2014,491
"79016-1","Attack on Lake-town",2014,565
"79115-1","Turtle Van Takedown",2014,570
"79118-1","Karai Bike Escape",2014,570
"79121-1","Turtle Sub Undersea Chase",2014,570
"850884-1","King Key Chain",2014,503
"850889-1","Castle Dragons Accessory Set",2014,202
"850896-1","Bad Cop Key Chain",2014,503
"850910-1","Legends of Chima Minifigure Accessory Set",2014,571
"850929-1","City Playmat",2014,501
"850935-1","Classic Minifigure Graduation Set",2014,501
"850949-1","Christmas Snow Hut Ornament",2014,228
"850953-1","Police Car Bag Charm",2014,503
"850972-1","Friendship Book",2014,497
"850998-1","Boba Fett Key Chain",2014,503
"851005-1","Batgirl Key Chain",2014,503
"851317-1","Boba Fett Magnet",2014,501
"851324-1","Dolphin Bag Charm",2014,503
"9780545645256-1","Friends: Andrea's Wish",2014,497
"9780723291121-1","The LEGO Movie: Mighty Allies",2014,497
"9781465419842-1","DK Readers L2: Friends Perfect Pets",2014,497
"9781465420312-1","DK Readers L3: Star Wars Return of the Jedi",2014,497
"9781465426390-1","Minifigures Character Encyclopedia: The LEGO Movie Edition",2014,497
"comcon034-1","Rocket Raccoon’s Warbird",2014,483
"comcon038-1","Bard the Bowman",2014,565
"EMMETSCAR-1","Emmet's Car",2014,578
"FRNDSMAGJNGLE-1","LEGO Friends Magazine Issue 'Jungle adventures' Polybag",2014,494
"TRUBATSIGNAL-1","Batman Bat-Signal",2014,484
"TRUXWING-1","X-Wing",2014,170
"10246-1","Detective’s Office",2015,155
"10249-1","Winter Toy Shop",2015,227
"10583-1","Forest: Fishing Trip",2015,504
"10586-1","Ice Cream Truck",2015,504
"10590-1","Airport",2015,632
"10593-1","Fire Station",2015,632
"10596-1","Disney Princess Collection",2015,640
"10600-1","Classic Race",2015,506
"10603-1","My First Bus",2015,632
"10606-1","Backyard Clinic",2015,648
"10615-1","My First Tractor",2015,632
"10618-1","Creative Building Box",2015,504
"10677-1","Beach Excursion",2015,591
"10683-1","Road Work Truck",2015,591
"10686-1","Family House",2015,591
"10693-1","Creative Supplement",2015,621
"10696-1","Medium Creative Brick Box",2015,621
"10699-1","Sand Baseplate",2015,621
"11908-1","Build Your Own Adventure with Liza Mini-Doll and Touring Car",2015,494
"12798014-1","City: Space Adventures!",2015,497
"14202012-1","Ninijago: The Hour of Ghosts",2015,497
"2000210-1","MoreToMath 1-2 Workshop Kit 1-2",2015,507
"2000443-1","Workshop Kit Freewheeler (2015 Version)",2015,529
"2000700-1","Lego Mindstorms Education Replacement Pack 1",2015,525
"2000703-1","Lego Mindstorms Education Replacement Pack 4",2015,525
"2000706-1","Lego Mindstorms Education Replacement Pack 7",2015,525
"2000709-1","Machines & Mechanisms Replacement Pack 2",2015,453
"21023-1","Flatiron Building",2015,252
"21120-1","The Snow Hideout",2015,577
"21301-1","Birds",2015,576
"21303-2","WALL•E [Fixed Neck Version]",2015,576
"241502-1","Flamy the Fox",2015,600
"30203-1","Mini Golf",2015,494
"30217-1","Forest Polybag : Squirrel",2015,504
"30217-4","Forest Polybag : Black Bear Cub",2015,504
"30259-1","Azari’s Magic Fire",2015,600
"30275-1","TIE Advanced Prototype",2015,159
"30283-1","Off-Road",2015,30
"30286-1","Christmas Tree",2015,227
"30293-1","Kai Drifter",2015,435
"30304-1","The Avengers Quinjet",2015,487
"30312-1","Demolition Driller",2015,56
"30315-1","Space Utility Vehicle",2015,93
"31028-1","Sea Plane",2015,672
"31031-1","Rainforest Animals",2015,672
"31034-1","Future Flyer",2015,672
"31037-1","Adventure Vehicles",2015,672
"391501-1","Gorzan",2015,571
"391504-1","Fire vs Ice Weaponry",2015,571
"391507-1","Stealthor",2015,571
"4000020-1","LEGO Inside Tour Exclusive 2015 Edition - H.C. Andersen's 'Clumsy Hans'",2015,301
"40120-1","Valentine's Day Dinner",2015,232
"40123-1","Thanksgiving Feast",2015,231
"40126-1","Monthly Mini Model Build January 2015 - Alien and Space Dog",2015,409
"40129-1","Monthly Mini Model Build April 2015 – UFO",2015,409
"40132-1","Whale July 2015",2015,409
"40135-1","Monthly Mini Model Build October 2015 - Angler Fish",2015,409
"40138-1","Christmas Train",2015,227
"40141-1","Bricktober Hotel",2015,157
"40144-1","Bricktober Toys R Us Store",2015,157
"40148-1","Year Of The Sheep",2015,206
"40155-1","Piggy Coin Bank",2015,301
"41060-1","Sleeping Beauty's Royal Bedroom",2015,579
"41063-1","Ariel's Undersea Palace",2015,579
"41073-1","Naida's Epic Adventure Ship",2015,600
"41076-1","Farran and the Crystal Hollow",2015,600
"41085-1","Vet Clinic",2015,494
"41088-1","Puppy Training",2015,494
"41091-1","Mia's Roadster",2015,494
"41094-1","Heartlake Lighthouse",2015,494
"41098-1","Emma's Tourist Kiosk",2015,494
"41101-1","Heartlake Grand Hotel",2015,494
"41104-1","Pop Star Dressing Room",2015,494
"41107-1","Pop Star Limousine",2015,494
"41527-1","Rokit",2015,584
"41530-1","Meltus",2015,584
"41533-1","Globert",2015,584
"41536-1","Gox",2015,585
"41539-1","Krog",2015,585
"41542-1","Spugg",2015,585
"41545-1","Kramm",2015,586
"41548-1","Dribbal",2015,586
"41551-1","Snax",2015,586
"42031-1","Cherry Picker",2015,15
"42034-1","Quad Bike",2015,11
"42037-1","Formula Off-Roader",2015,11
"42040-1","Fire Plane",2015,9
"42043-1","Mercedes Benz Arocs 3245",2015,1
"45010-1","Community People Set",2015,516
"45101-1","StoryStarter Expansion Pack: Fairy Tale",2015,507
"45210-1","MoreToMath Core Set 1-2",2015,507
"5000193818-1","Dr. Wu",2015,602
"5002919-1","Scenery and Dagger Trap",2015,435
"5002930-1","Hair Accessories",2015,494
"5002939-1","The Phantom",2015,182
"5002943-1","Winter Soldier",2015,487
"5003082-1","Pirates Adventure",2015,154
"5003085-1","Minifigure Pack",2015,535
"5004077-1","2015 Target Minifigure Gift Set",2015,535
"5004549-1","Mixel Collection 4",2015,584
"5004552-1","Super Heroes Avengers Collection",2015,487
"5004556-1","Mixels Orbitons",2015,584
"5004559-1","Speed Champions Collection 2",2015,601
"5004570-1","Creative Builder Center Pack",2015,516
"5004600-1","Wonder Woman Minifigure Alarm",2015,501
"5004603-1","Superman Minifigure Link Watch",2015,501
"5004606-1","Darth Maul Watch",2015,501
"5004609-1","Stormtrooper Watch",2015,501
"5004750-1","Kai Key Light",2015,503
"5004796-1","Jay Key Light",2015,503
"5004854-1","Star Wars in 100 scenes",2015,497
"5004869-1","Glorp Corp",2015,586
"5005012-1","Olivia Watch with Mini-Doll",2015,501
"53850003-1","Giraffes",2015,410
"53850006-1","Jeep",2015,410
"561503-1","Bunny And Garden",2015,494
"561506-1","Sweet Garden And Kitchen",2015,494
"561509-1","Guitar And Stage",2015,494
"561512-1","Winter Fun",2015,494
"60067-1","Helicopter Pursuit",2015,61
"60070-1","Water Plane Chase",2015,61
"60073-1","Service Truck",2015,56
"60076-1","Demolition Site",2015,56
"60079-1","Training Jet Transporter",2015,93
"60082-1","Dune Buggy Trailer",2015,64
"60085-1","4x4 with Powerboat",2015,59
"60090-1","Deep Sea Scuba Scooter",2015,86
"60093-1","Deep Sea Helicopter",2015,86
"60097-1","City Square",2015,63
"66494-1","Duplo Super Pack 3 in 1",2015,634
"66523-1","City Super Pack 3-in-1",2015,52
"66526-1","Friends Super Pack 3 in 1",2015,494
"66535-1","Battle Pack 2 in 1",2015,158
"70167-1","Invizable Gold Getaway",2015,303
"70170-1","UltraCopter vs. AntiMatter",2015,303
"70173-1","Ultra Agents Ocean HQ",2015,303
"70222-1","Tormak's Shadow Blazer",2015,571
"70225-1","Bladvic's Rumble Bear",2015,571
"70228-1","Vultrix's Sky Scavenger",2015,571
"70231-1","Crocodile Tribe Pack",2015,571
"70410-1","Soldiers Outpost",2015,154
"70413-1","The Brick Bounty",2015,154
"70732-1","City of Stiix",2015,435
"70735-1","Ronin R.E.X.",2015,435
"70738-1","Final Flight of Destiny's Bounty",2015,435
"70741-1","Airjitzu Cole Flyer",2015,436
"70744-1","Airjitzu Wrayth Flyer",2015,436
"70747-1","Boulder Blaster",2015,435
"70750-1","Ninja DB X",2015,435
"70753-1","Lava Falls",2015,435
"70756-1","Dojo Showdown",2015,435
"70780-1","Protector of Water",2015,360
"70783-1","Protector of Fire",2015,360
"70786-1","Gali - Master of Water",2015,362
"70789-1","Onua - Master of Earth",2015,362
"70792-1","Skull Slicer",2015,324
"70795-1","Mask Maker vs. Skull Grinder",2015,324
"70819-1","Bad Cop Car Chase",2015,578
"71008-10","Evil Wizard",2015,551
"71008-13","Disco Diva",2015,551
"71008-16","Galaxy Trooper",2015,551
"71008-2","Sheriff",2015,551
"71008-5","Goblin",2015,551
"71008-8","Egyptian Warrior",2015,551
"71009-1","Homer",2015,553
"71009-12","Patty",2015,553
"71009-15","Smithers",2015,553
"71009-18","The Simpsons Series 2 - Sealed Box",2015,553
"71009-4","Maggie",2015,553
"71009-7","Comic Book Guy",2015,553
"71010-0","LEGO Minifigures - Series 14 {Random bag}",2015,552
"71010-11","Skeleton Guy",2015,552
"71010-14","Banshee",2015,552
"71010-17","LEGO Minifigures - Series 14 - Complete",2015,552
"71010-3","Monster Scientist",2015,552
"71010-6","Fly Monster",2015,552
"71010-9","Tiger Woman",2015,552
"71171-1","Playstation 4 Starter Pack",2015,604
"71174-1","Wii U Starter Pack",2015,604
"71202-1","The Simpsons Level Pack",2015,604
"71205-1","Jurassic World Team Pack",2015,604
"71209-1","Wonder Woman Fun Pack",2015,604
"71212-1","Emmet Fun Pack",2015,604
"71215-1","Jay Fun Pack",2015,604
"71218-1","Gollum Fun Pack",2015,604
"71221-1","Wicked Witch Fun Pack",2015,604
"71227-1","Krusty Fun Pack",2015,604
"75060-1","Slave I",2015,174
"75074-1","Snowspeeder",2015,159
"75077-1","Homing Spider Droid",2015,159
"75080-1","AAT",2015,166
"75083-1","AT-DP",2015,182
"75086-1","Battle Droid Troop Carrier",2015,166
"75089-1","Geonosis Troopers",2015,183
"75091-1","Flash Speeder",2015,166
"75094-1","Imperial Shuttle Tydirium",2015,158
"75097-1","Star Wars Advent Calendar",2015,209
"75101-1","First Order Special Forces TIE Fighter",2015,158
"75104-1","Kylo Ren's Command Shuttle",2015,158
"75107-1","Jango Fett",2015,158
"75110-1","Luke Skywalker",2015,158
"75899-1","LaFerrari",2015,601
"75902-1","The Mystery Machine",2015,603
"75908-1","458 Italia GT2",2015,601
"75911-1","McLaren Mercedes Pit Stop",2015,601
"75915-1","Pteranodon Capture",2015,602
"75918-1","T-Rex Tracker",2015,602
"76025-1","Green Lantern vs. Sinestro",2015,486
"76028-1","Darkseid Invasion",2015,486
"76031-1","The Hulk Buster Smash",2015,487
"76035-1","Jokerland",2015,484
"76038-1","Attack on Avengers Tower",2015,487
"76041-1","The Hydra Fortress Smash",2015,487
"8020332-1","Watch Set, Darth Maul",2015,501
"850978-1","Dragon Key Chain",2015,503
"851331-1","I Love LEGOLAND Magnet [Female]",2015,501
"851338-1","Ninja Belt & Throwing Star",2015,501
"851342-1","Ninja Army Building Set",2015,435
"851345-1","Ninjago Playmat",2015,501
"851353-1","Anacondrai Kapau Key Chain",2015,503
"851368-1","Laval Key Chain",2015,503
"851394-1","Gingerbread Man Key Chain",2015,503
"851406-1","Metalized 2x4 Key Chain",2015,503
"853380-1","Turquoise Brick Key Chain",2015,503
"853441-1","Mini-doll Carry Case",2015,501
"853448-1","Elves Diary",2015,501
"853451-1","Chewbacca Key Chain",2015,503
"853461-1","Elves Bag Charm",2015,503
"853465-1","Upscaled Mug Blue",2015,501
"853471-1","C-3PO Key Chain",2015,503
"853475-1","Imperial Gunner Key Chain",2015,503
"891502-1","Krait",2015,435
"891505-1","Jay",2015,435
"891508-1","Anacondrai Hideout",2015,435
"911509-1","Imperial Shooter",2015,182
"9780241196403-1","City: Thief on the Run!",2015,497
"9780241198070-1","City: Police Mission",2015,497
"9781405279031-1","Ninjago: Spot The Samurai - Droid",2015,497
"9781465430120-1","DK Readers Level 2: DC Super Heroes: Amazing Battles!",2015,497
"9781465435514-1","Ultimate Sticker Collection: Star Wars Mighty Minifigures",2015,497
"9781465436849-1","DK Adventures Friends: Let's Explore!",2015,497
"BIGBOX-1","The Ultimate Battle for Chima",2015,598
"DCSHDVD1-1","Justice League vs Bizarro League DVD/Blu-Ray",2015,501
"SDCC2015-1","Throne of Ultron",2015,487
"SWCOMIC1-1","X-Wing",2015,159
"TRUNINJAGO-1","Micro Shinto Shrine",2015,435
"TRUNINJAGO-4","Micro Morro Dragon",2015,435
"0241199312-1","DC Super Heroes: Character Encyclopedia",2016,497
"10253-1","Big Ben",2016,673
"10702-1","Creative Building Set",2016,621
"10721-1","Iron Man vs. Loki",2016,596
"10724-1","Batman & Superman vs. Lex Luthor",2016,482
"10727-1","Emma's Ice Cream Truck",2016,595
"10801-1","Baby Animals",2016,504
"10804-1","Jungle",2016,632
"10807-1","Horse Trailer",2016,632
"10813-1","Big Construction Site",2016,632
"10816-1","My First Cars and Trucks",2016,504
"10819-1","My First Garden",2016,632
"10825-1","Miles' Exo-Flex Suit",2016,629
"10829-1","Mickey's Workshop",2016,641
"11911-1","LEGO City: Build Your Own Adventure",2016,52
"12148079-1","Ninjago: Sky Pirates Attack!",2016,497
"14201420-1","Party Time",2016,497
"2000445-1","Crossing the River",2016,516
"2000451-1","The Panama Canal",2016,507
"21026-1","Venice",2016,253
"21029-1","Buckingham Palace",2016,252
"21123-1","The Iron Golem",2016,577
"21126-1","The Wither",2016,577
"21305-1","Maze",2016,576
"21308-1","Adventure Time",2016,576
"271601-1","Lance",2016,605
"271604-1","Goblin Spiders",2016,605
"271607-1","Firecracker Catapult",2016,605
"271610-1","Mighty Mech Bot",2016,605
"30279-1","Kylo Ren's Command Shuttle",2016,184
"30322-2","Wildlife Polar Bear",2016,504
"30322-5","Wildlife Lion Cub",2016,504
"30348-1","Mini Dumper",2016,56
"30371-1","Knight's Cycle",2016,605
"30374-1","The Lava Slinger",2016,605
"30397-1","Olaf's Summertime Fun",2016,579
"30421-1","Skybound Plane",2016,435
"30424-1","WU-CRU Training Dojo",2016,435
"30448-1","Spider-Man vs. The Venom Symbiote",2016,488
"30473-1","Racer",2016,591
"30601-1","Scooby-Doo",2016,603
"30604-1","Cosmic Boy",2016,482
"31040-1","Desert Racers",2016,672
"31043-1","Chopper transporter",2016,672
"31046-1","Fast Car",2016,672
"31049-1","Twin Spin Helicopter",2016,672
"31052-1","Vacation Getaways",2016,672
"31060-1","Airshow Aces",2016,672
"4000023-1","Jiaxing Factory 2016",2016,301
"40165-1","Minifigure Wedding Favor Set",2016,408
"40179-1","Personalised Mosaic Portrait",2016,277
"40203-1","Vampire and Bat",2016,230
"40206-1","Santa",2016,227
"40209-1","Monthly Mini Model Build February 2016 - Snow Scooter",2016,409
"40212-1","Monthly Mini Model Build May 2016 - Hedgehog",2016,409
"40215-1","Monthly Mini Model Build August 2016 - Apple",2016,409
"40218-1","Monthly Mini Model Build November 2016 - Fox",2016,409
"40221-1","Fountain",2016,22
"40225-1","Rio 2016 Mascots",2016,598
"40228-1","Geoffrey & Friends",2016,598
"41067-1","Belle's Enchanted Castle",2016,579
"41110-1","Birthday Party",2016,494
"41113-1","Party Gift Shop",2016,494
"41116-1","Olivia's Exploration Car",2016,494
"41119-1","Heartlake Cupcake Cafe",2016,494
"41122-1","Adventure Camp Tree House",2016,494
"41125-1","Horse Vet Trailer",2016,494
"41128-1","Amusement Park Space Ride",2016,494
"41131-1","Advent Calendar 2016 Friends",2016,216
"41134-1","Heartlake Performance School",2016,494
"41141-1","Pumpkin's Royal Carriage",2016,579
"41150-1","Moana's Ocean Voyage",2016,579
"41173-1","Elvendale School of Dragons",2016,600
"41176-1","The Secret Market Place",2016,600
"41179-1","Queen Dragon's Rescue",2016,600
"41490-1","Superman & Wonder Woman",2016,610
"41493-1","Black Panther & Dr. Strange",2016,610
"41556-1","Tiketz",2016,587
"41559-1","Paladum",2016,587
"41562-1","Trumpsy",2016,587
"41565-1","Hydro",2016,588
"41568-1","Lewt",2016,588
"41571-1","Tuth",2016,588
"41574-1","Compax",2016,589
"41577-1","Mysto",2016,589
"41580-1","Myke",2016,589
"42046-1","Getaway Racer",2016,1
"42049-1","Mine Loader",2016,1
"42053-1","Volvo EW 160E",2016,1
"42056-1","Porsche 911 GT3 RS",2016,1
"45022-1","Community Minifigure Set",2016,507
"45301-1","WeDo 2.0 Smart Hub",2016,521
"45304-1","WeDo 2.0 Motion Sensor",2016,521
"45802-1","Animal Allies",2016,398
"5002946-1","Silver Centurion",2016,487
"5004389-1","Battle Station",2016,605
"5004393-1","Stone Armor Cole",2016,435
"5004406-1","First Order General",2016,184
"5004419-1","Classic Knights Minifigure",2016,409
"5004422-1","Warriors Minifigure Collection",2016,535
"5004574-1","Cops & Robbers Minifigure collection",2016,535
"5005020-1","Four Stud Storage Brick Black",2016,501
"5005107-1","LEGO Buildable Ruler",2016,365
"5005174-1","City: Build Your Own Adventure",2016,497
"53850008-1","Jet",2016,410
"53850013-1","Turtle",2016,410
"561602-1","Valentine’s day",2016,494
"561605-1","Ice Cream Cart",2016,494
"561608-1","Cookie Cart",2016,494
"561611-1","Gifts wrapping table",2016,494
"60101-1","Airport Cargo Plane",2016,53
"60104-1","Airport Passenger Terminal",2016,53
"60107-1","Fire Ladder Truck",2016,58
"60110-1","Fire Station",2016,58
"60113-1","Rally Car",2016,63
"60116-1","Ambulance Plane",2016,60
"60119-1","Ferry",2016,59
"60122-1","Volcano Crawler",2016,52
"60125-1","Volcano Heavy-Lift Helicopter",2016,52
"60128-1","Police Pursuit",2016,61
"60131-1","Crooks Island",2016,61
"60134-1","Fun in the park - City People Pack",2016,52
"6176782-1","Escape the Space Slug",2016,598
"66540-1","City Super Pack 3 in 1",2016,52
"70310-1","Knighton Battle Blaster",2016,605
"70313-1","Moltor's Lava Smasher",2016,605
"70316-1","Jestro's Evil Mobile",2016,605
"70319-1","Macy's Thunder Mace",2016,605
"70322-1","Axl's Tower Carrier",2016,605
"70325-1","Infernox Captures The Queen",2016,605
"70330-1","Ultimate Clay",2016,605
"70333-1","Ultimate Robin",2016,605
"70336-1","Ultimate Axl",2016,605
"70339-1","Ultimate Flama",2016,605
"70590-1","Airjitzu Battle Grounds",2016,436
"70593-1","The Green NRG Dragon",2016,435
"70596-1","Samurai X Cave Chaos",2016,435
"70601-1","Sky Shark",2016,435
"70604-1","Tiger Widow Island",2016,435
"71011-1","Farmer",2016,554
"71011-12","Kendo Fighter",2016,554
"71011-15","Jewel Thief",2016,554
"71011-18","LEGO Minifigures - Series 15 - Sealed Box",2016,554
"71011-4","Clumsy Guy",2016,554
"71011-7","Faun",2016,554
"71012-0","LEGO Minifigures - The Disney Series {Random bag}",2016,555
"71012-11","Minnie Mouse",2016,555
"71012-14","Syndrome",2016,555
"71012-17","Ursula",2016,555
"71012-2","Alien",2016,555
"71012-3","Buzz Lightyear",2016,555
"71012-6","Maleficent",2016,555
"71012-9","Daisy Duck",2016,555
"71013-11","Rogue",2016,556
"71013-14","Spy",2016,556
"71013-17","LEGO Minifigures - Series 16 - Complete",2016,556
"71013-4","Cute Little Devil Set",2016,556
"71013-7","Wildlife Photographer",2016,556
"71014-1","Joachim Löw",2016,557
"71014-12","André Schürrle (9)",2016,557
"71014-15","Mario Götze (19)",2016,557
"71014-2","Manuel Neuer (1)",2016,557
"71014-5","Benedikt Höwedes (4)",2016,557
"71014-8","Mesut Özil (8)",2016,557
"71228-1","The Ghostbusters Level Pack",2016,604
"71233-1","Stay Puft Fun Pack",2016,604
"71236-1","Superman Fun Pack",2016,604
"71239-1","Lloyd Fun Pack",2016,604
"71242-1","Ghostbusters Story Pack",2016,604
"71246-1","Adventure Time Team Pack",2016,604
"71251-1","A-Team Fun Pack",2016,604
"71257-1","Tina Goldstein Fun Pack",2016,604
"71300-1","Uxar Creature of Jungle",2016,324
"71303-1","Ikir Creature of Fire",2016,324
"71306-1","Pohatu Uniter of Stone",2016,324
"71309-1","Onua Uniter of Earth",2016,324
"71312-1","Ekimu the Mask Maker",2016,324
"71315-1","Quake Beast",2016,324
"71342-1","Green Arrow",2016,604
"75114-1","First Order Stormtrooper",2016,184
"75117-1","Kylo Ren",2016,184
"75120-1","K-2SO",2016,185
"75126-1","First Order Snowspeeder",2016,184
"75129-1","Wookiee Gunship",2016,182
"75132-1","First Order Battle Pack",2016,184
"75135-1","Obi-Wan's Jedi Interceptor",2016,168
"75138-1","Hoth Attack",2016,169
"75141-1","Kanan's Speeder Bike",2016,182
"75146-1","Advent Calendar 2016 Star Wars",2016,209
"75149-1","Resistance X-Wing Fighter",2016,184
"75152-1","Imperial Assault Hovertank",2016,185
"75155-1","Rebel U-Wing Fighter",2016,185
"75158-1","Rebel Combat Frigate",2016,182
"75822-1","Piggy Plane Attack",2016,606
"75825-1","Piggy Pirate Ship",2016,606
"75828-1","Ecto1 & 2",2016,607
"75872-1","Audi R18 e-tron quattro",2016,601
"75875-1","Ford F-150 Raptor & Ford Model A Hot Rod",2016,601
"76045-1","Kryptonite Interception",2016,482
"76048-1","Iron Skull Sub Attack",2016,487
"76051-1","Super Hero Airport Battle",2016,487
"76054-1","Batman: Scarecrow Harvest of Fear",2016,484
"76057-1","Spider-Man: Web Warriors Ultimate Bridge Battle",2016,488
"76060-1","Doctor Strange's Sanctum Sanctorum",2016,493
"76063-1","Mighty Micros: The Flash vs. Captain Cold",2016,482
"76066-1","Mighty Micros: Hulk vs. Ultron",2016,493
"80791214-1","DC Comics Super Heroes: Enter The Dark Knight",2016,497
"853503-1","Macy's Mace",2016,501
"853516-1","Monsters Army-Building Set",2016,605
"853547-1","Emma Key Chain",2016,503
"853550-1","Stephanie Key Chain",2016,503
"853559-1","Emily Jones Key Chain",2016,503
"853564-1","Me and My Dragon",2016,501
"853571-1","Hot Dog Guy Key Chain",2016,503
"853574-1","Christmas Ornament Reindeer",2016,227
"853591-1","Batman Key Chain",2016,503
"853603-1","Rey Key Chain",2016,503
"853609-1","Minecraft Skin Pack",2016,577
"891609-1","Kai",2016,435
"891612-1","Sqiffy",2016,435
"891615-1","Jay",2016,435
"891618-1","Ronin",2016,435
"911607-1","Millennium Falcon",2016,158
"911610-1","Probe Droid",2016,158
"911613-1","TIE Bomber",2016,164
"911616-1","MTT",2016,158
"9781338047431-1","Star Wars: Quest for the Kyber Saber",2016,497
"9781405284974-1","Star Wars: Spot The Galactic Heroes",2016,497
"9781465444745-1","DK Readers Level 2: Nexo Knights: Meet the Knights",2016,497
"9781465449801-1","DK Ultimate Factivity Collection: Star Wars",2016,497
"9781465451897-1","DK Readers Level 2: City: Heroes to the Rescue",2016,497
"9781465454751-1","Ultimate Sticker Collection: Winter Wonderland",2016,497
"9781465458599-1","DK Readers Level 1: The Batman Movie: Team Batman",2016,497
"COMCON051-1","Steve Rogers Captain America - San Diego Comic-Con 2016 Exclusive",2016,535
"Lester-1","LEGO Store Grand Opening Exclusive Set, Leicester Square, London, UK",2016,599
"trucapam-1","Captain America Mosaic",2016,598
"TRULUMIERE-1","Toys 'r Us Lumiere",2016,598
"WILLIAM-1","Will.i.am",2016,535
"10257-1","Carousel",2017,673
"10703-1","Creative Builder Box",2017,621
"10707-1","Red Creative Box",2017,621
"10730-1","Lightning McQueen Speed Launcher",2017,615
"10733-1","Mater's Junkyard",2017,615
